ID,Traditional,Simplified,Level,WritingFreq,SpeakingFreq,MOE,PinyinYB,Pinyin,Variants,POS,Meaning,Compounds,Examples
10005,傳世,传世,7,3,2,32852,chuánshì,chuánshì,,,,,
10006,傳輸,传输,7,6,3,32856,chuánshū,chuánshū,,,,,
10007,穿梭,穿梭,7,12,21,32801,chuānsuō,chuānsuō,,,,,
10008,傳宗接代,传宗接代,7,3,3,32863,chuánzōngjiēdài,chuánzōngjiēdài,,,,,
10009,幢,幢,7,18,1,32974,chuáng,chuáng,,,,,
10010,創見,创见,7,3,1,32989,chuàngjiàn,chuàngjiàn,,,,,
10011,創舉,创举,7,3,5,32991,chuàngjǔ,chuàngjǔ,,,,,
10012,床鋪/床舖,床铺,7,5,5,,chuángpù,chuángpù,"[{""Traditional"": ""床鋪"", ""Simplified"": ""床铺"", ""Pinyin"": ""chuángpù"", ""PinyinYB"": ""chuángpù"", ""MOE"": ""32967""}, {""Traditional"": ""床舖"", ""Simplified"": ""床铺"", ""Pinyin"": ""chuángpù"", ""PinyinYB"": ""chuángpù"", ""MOE"": """"}]",,,,
10013,創始,创始,7,4,2,32996,chuàngshǐ,chuàngshǐ,,,,,
10014,窗台,窗台,7,3,2,,chuāngtái,chuāngtái,,,,,
10015,搥,捶,7,2,2,32781,chuí,chuí,,,,,
10016,錘,锤,7,4,1,32779,chuí,chuí,,,,,
10017,垂掛,垂挂,7,2,1,32758,chuíguà,chuíguà,,,,,
10018,吹灰之力,吹灰之力,7,3,1,32740,chuīhuīzhīlì,chuīhuīzhīlì,,,,,
10019,吹口哨,吹口哨,7,4,0,32738,chuīkǒushào,chuīkǒushào,,,,,
10020,吹毛求疵,吹毛求疵,7,3,1,32730,chuīmáoqiúcī,chuīmáoqiúcī,,,,,
10021,吹捧,吹捧,7,3,1,32729,chuīpěng,chuīpěng,,,,,
10022,垂死,垂死,7,4,3,32768,chuísǐ,chuísǐ,,,,,
10023,垂頭喪氣,垂头丧气,7,6,2,32752,chuítóusàngqì,chuítóusàngqì,,,,,
10024,垂涎,垂涎,7,3,1,32761,chuíxián,chuíxián,,,,,
10025,吹噓,吹嘘,7,6,1,32742,chuīxū,chuīxū,,,,,
10026,吹奏,吹奏,7,3,1,32743,chuīzòu,chuīzòu,,,,,
10027,蠢蠢欲動,蠢蠢欲动,7,2,3,32949,chǔnchǔnyùdòng,chǔnchǔnyùdòng,,,,,
10028,純樸,纯朴,7,5,10,32915,chúnpú,chúnpú,,,,,
10029,純然,纯然,7,3,1,32928,chúnrán,chúnrán,,,,,
10030,唇舌,唇舌,7,2,0,,chúnshé,chúnshé,,,,,
10031,純熟,纯熟,7,3,1,32926,chúnshú,chúnshú,,,,,
10032,純正,纯正,7,4,1,32924,chúnzhèng,chúnzhèng,,,,,
10033,啜,啜,7,4,0,32714,chuò,chuò,,,,,
10034,綽綽有餘,绰绰有余,7,3,1,32721,chuòchuòyǒuyú,chuòchuòyǒuyú,,,,,
10035,戳破,戳破,7,2,1,,chuōpò,chuōpò,,,,,
10036,啜泣,啜泣,7,6,1,32715,chuòqì,chuòqì,,,,,
10037,輟學,辍学,7,4,7,32718,chuòxué,chuòxué,,,,,
10038,辭別,辞别,7,4,1,37824,cíbié,cíbié,,,,,
10039,刺穿,刺穿,7,3,1,,cìchuān,cìchuān,,,,,
10040,次等,次等,7,2,1,37853,cìděng,cìděng,,,,,
10041,詞典/辭典,词典/辞典,7,5,2,,cídiǎn/cídiǎn,cídiǎn/cídiǎn,"[{""Traditional"": ""詞典"", ""Simplified"": ""词典"", ""Pinyin"": ""cídiǎn"", ""PinyinYB"": ""cídiǎn"", ""MOE"": ""37774""}, {""Traditional"": ""辭典"", ""Simplified"": ""辞典"", ""Pinyin"": ""cídiǎn"", ""PinyinYB"": ""cídiǎn"", ""MOE"": ""37826""}]",,,,
10042,刺骨,刺骨,7,4,3,37870,cìgǔ,cìgǔ,,,,,
10043,辭彙,辞汇,7,4,0,37829,cíhuì,cíhuì,,,,,
10044,詞句,词句,7,4,2,37778,cíjù,cíjù,,,,,
10045,慈母,慈母,7,3,3,37797,címǔ,címǔ,,,,,
10046,此起彼落,此起彼落,7,4,2,37846,cǐqǐbǐluò,cǐqǐbǐluò,,,,,
10047,刺殺,刺杀,7,7,2,37875,cìshā,cìshā,,,,,
10048,辭世,辞世,7,3,1,37835,císhì,císhì,,,,,
10049,刺探,刺探,7,2,0,37868,cìtàn,cìtàn,,,,,
10050,慈祥,慈祥,7,5,4,37802,cíxiáng,cíxiáng,,,,,
10051,刺繡,刺绣,7,4,8,37874,cìxiù,cìxiù,,,,,
10052,刺眼,刺眼,7,4,2,37877,cìyǎn,cìyǎn,,,,,
10053,詞語,词语,7,4,1,37786,cíyǔ,cíyǔ,,,,,
10054,匆匆,匆匆,7,24,4,38441,cōngcōng,cōngcōng,,,,,
10055,匆促,匆促,7,2,1,38440,cōngcù,cōngcù,,,,,
10056,聰慧,聪慧,7,7,1,38451,cōnghuì,cōnghuì,,,,,
10057,從軍,从军,7,5,2,38470,cóngjūn,cóngjūn,,,,,
10058,從容不迫,从容不迫,7,3,0,38455,cōngróngbùpò,cōngróngbùpò,,,,,
10059,叢生,丛生,7,4,2,38494,cóngshēng,cóngshēng,,,,,
10060,從天而降,从天而降,7,3,1,38465,cóngtiān'érjiàng,cóngtiān'érjiàng,,,,,
10061,從業,从业,7,3,4,,cóngyè,cóngyè,,,,,
10062,聰穎,聪颖,7,3,0,38452,cōngyǐng,cōngyǐng,,,,,
10063,從政,从政,7,3,1,38475,cóngzhèng,cóngzhèng,,,,,
10064,湊近,凑近,7,3,0,,còujìn,còujìn,,,,,
10065,湊熱鬧,凑热闹,7,2,1,38099,còurènào,còurènào,,,,,
10066,蹙,蹙,7,3,0,38290,cù,cù,,,,,
10067,粗獷,粗犷,7,3,2,38255,cūguǎng,cūguǎng,,,,,
10068,粗略,粗略,7,4,1,38254,cūlüè,cūlüè,,,,,
10069,粗聲粗氣,粗声粗气,7,1,0,,cūshēngcūqì,cūshēngcūqì,,,,,
10070,粗俗,粗俗,7,4,1,38269,cūsú,cūsú,,,,,
10071,粗野,粗野,7,3,1,38270,cūyě,cūyě,,,,,
10072,簇擁,簇拥,7,5,2,38299,cùyǒng,cùyǒng,,,,,
10073,粗壯,粗壮,7,4,1,38263,cūzhuàng,cūzhuàng,,,,,
10074,竄,窜,7,6,2,38388,cuàn,cuàn,,,,,
10075,璀璨,璀璨,7,3,3,38367,cuǐcàn,cuǐcàn,,,,,
10076,摧殘,摧残,7,5,5,38365,cuīcán,cuīcán,,,,,
10077,翠綠,翠绿,7,3,5,38379,cuìlǜ,cuìlǜ,,,,,
10078,存留,存留,7,4,1,38410,cúnliú,cúnliú,,,,,
10079,存亡,存亡,7,5,2,38426,cúnwáng,cúnwáng,,,,,
10080,存疑,存疑,7,4,1,38425,cúnyí,cúnyí,,,,,
10081,撮,撮,7,7,3,38341,cuò,cuò,,,,,
10082,措詞,措词,7,2,1,38325,cuòcí,cuòcí,,,,,
10083,措辭,措辞,7,4,2,38326,cuòcí,cuòcí,,,,,
10084,錯愕,错愕,7,3,3,38338,cuò'è,cuò'è,,,,,
10085,搓揉,搓揉,7,4,3,38304,cuōróu,cuōróu,,,,,
10086,磋商,磋商,7,3,4,38307,cuōshāng,cuōshāng,,,,,
10087,措手不及,措手不及,7,4,4,38324,cuòshǒubùjí,cuòshǒubùjí,,,,,
10088,錯綜複雜,错综复杂,7,7,3,38337,cuòzòngfùzá,cuòzòngfùzá,,,,,
10089,大本營,大本营,7,5,4,6951,dàběnyíng,dàběnyíng,,,,,
10090,大臣,大臣,7,116,8,7289,dàchén,dàchén,,,,,
10091,打點,打点,7,6,3,6797,dǎdian,dǎdian,,,,,
10092,大度,大度,7,3,1,7022,dàdù,dàdù,,,,,
10093,大發雷霆,大发雷霆,7,5,1,6981,dàfāléitíng,dàfāléitíng,,,,,
10094,大功告成,大功告成,7,4,6,7115,dàgōnggàochéng,dàgōnggàochéng,,,,,
10095,打滾,打滚,7,5,2,6833,dǎgǔn,dǎgǔn,,,,,
10096,大亨,大亨,7,5,1,7141,dàhēng,dàhēng,,,,,
10097,大惑不解,大惑不解,7,3,1,7153,dàhuòbùjiě,dàhuòbùjiě,,,,,
10098,搭建,搭建,7,4,8,6721,dājiàn,dājiàn,,,,,
10099,打結,打结,7,3,3,6863,dǎjié,dǎjié,,,,,
10100,大驚失色,大惊失色,7,4,1,7192,dàjīngshīsè,dàjīngshīsè,,,,,
10101,搭救,搭救,7,4,1,6720,dājiù,dājiù,,,,,
10102,大可不必,大可不必,7,2,1,7118,dàkěbùbì,dàkěbùbì,,,,,
10103,打垮,打垮,7,3,1,6844,dǎkuǎ,dǎkuǎ,,,,,
10104,大剌剌,大剌剌,7,3,1,7061,dàlàlà,dàlàlà,,,,,
10105,大老,大老,7,4,1,7064,dàlǎo,dàlǎo,,,,,
10106,打雷,打雷,7,3,13,6818,dǎléi,dǎléi,,,,,
10107,打理,打理,7,4,7,6821,dǎlǐ,dǎlǐ,,,,,
10108,大理石,大理石,7,7,2,7070,dàlǐshí,dàlǐshí,,,,,
10109,大麻,大麻,7,5,2,6969,dàmá,dàmá,,,,,
10110,大名鼎鼎,大名鼎鼎,7,3,1,6976,dàmíngdǐngdǐng,dàmíngdǐngdǐng,,,,,
10111,大難,大难,7,4,2,7054,dànàn,dànàn,,,,,
10112,大內,大内,7,3,1,7052,dànèi,dànèi,,,,,
10113,打拚/打拼,打拚/打拼,7,6,25,,dǎpàn/dǎpīn,dǎpàn/dǎpīn,"[{""Traditional"": ""打拚"", ""Simplified"": ""打拚"", ""Pinyin"": ""dǎpàn"", ""PinyinYB"": ""dǎpàn"", ""MOE"": ""6774""}, {""Traditional"": ""打拼"", ""Simplified"": ""打拼"", ""Pinyin"": ""dǎpīn"", ""PinyinYB"": ""dǎpīn"", ""MOE"": """"}]",,,,
10114,大器,大器,7,2,1,7200,dàqì,dàqì,,,,,
10115,打趣,打趣,7,3,1,6874,dǎqù,dǎqù,,,,,
10116,大失所望,大失所望,7,4,1,7299,dàshīsuǒwàng,dàshīsuǒwàng,,,,,
10117,大手筆,大手笔,7,2,1,7313,dàshǒubǐ,dàshǒubǐ,,,,,
10118,大肆,大肆,7,12,7,7348,dàsì,dàsì,,,,,
10119,打探,打探,7,5,1,6806,dǎtàn,dǎtàn,,,,,
10120,大庭廣眾,大庭广众,7,2,1,7043,dàtíngguǎngzhòng,dàtíngguǎngzhòng,,,,,
10121,大同,大同,7,8,2,7049,dàtóng,dàtóng,,,,,
10122,大屠殺,大屠杀,7,6,4,7045,dàtúshā,dàtúshā,,,,,
10123,打退堂鼓,打退堂鼓,7,2,1,6812,dǎtuìtánggǔ,dǎtuìtánggǔ,,,,,
10124,大相逕庭,大相迳庭,7,2,1,7229,dàxiāngjìngtíng,dàxiāngjìngtíng,,,,,
10125,大興土木,大兴土木,7,2,2,7231,dàxīngtǔmù,dàxīngtǔmù,,,,,
10126,打壓,打压,7,4,2,6923,dǎyā,dǎyā,,,,,
10127,大搖大擺,大摇大摆,7,3,1,7372,dàyáodàbǎi,dàyáodàbǎi,,,,,
10128,大爺,大爷,7,6,2,7369,dàyé,dàyé,,,,,
10129,大業,大业,7,11,8,7371,dàyè,dàyè,,,,,
10130,大義,大义,7,7,1,7365,dàyì,dàyì,,,,,
10131,打住,打住,7,3,0,6887,dǎzhù,dǎzhù,,,,,
10132,呆板,呆板,7,3,1,7460,dāibǎn,dāibǎn,,,,,
10133,怠惰,怠惰,7,3,1,7539,dàiduò,dàiduò,,,,,
10134,帶過,带过,7,3,2,,dàiguò,dàiguò,,,,,
10135,代勞,代劳,7,3,3,7501,dàiláo,dàiláo,,,,,
10136,怠慢,怠慢,7,4,0,7538,dàimàn,dàimàn,,,,,
10137,待命,待命,7,4,4,7548,dàimìng,dàimìng,,,,,
10138,待人接物,待人接物,7,4,1,7555,dàirénjiēwù,dàirénjiēwù,,,,,
10139,呆滯,呆滞,7,4,0,7463,dāizhì,dāizhì,,,,,
10140,擔保,担保,7,6,2,7931,dānbǎo,dānbǎo,,,,,
10141,淡薄,淡薄,7,2,1,7972,dànbó,dànbó,,,,,
10142,單薄,单薄,7,4,1,7868,dānbó,dānbó,,,,,
10143,單車,单车,7,12,22,7900,dānchē,dānchē,,,,,
10144,擔負,担负,7,5,3,,dānfù,dānfù,,,,,
10145,單據,单据,7,2,1,7888,dānjù,dānjù,,,,,
10146,耽溺,耽溺,7,3,1,7863,dānnì,dānnì,,,,,
10147,淡然,淡然,7,2,0,7983,dànrán,dànrán,,,,,
10148,單身漢,单身汉,7,3,1,7908,dānshēnhàn,dānshēnhàn,,,,,
10149,膽識,胆识,7,6,3,7958,dǎnshì,dǎnshì,,,,,
10150,淡忘,淡忘,7,3,2,7988,dànwàng,dànwàng,,,,,
10151,旦夕,旦夕,7,4,1,,dànxì,dànxì,,,,,
10152,單向,单向,7,4,2,7893,dānxiàng,dānxiàng,,,,,
10153,膽小鬼,胆小鬼,7,3,2,7956,dǎnxiǎoguǐ,dǎnxiǎoguǐ,,,,,
10154,彈藥,弹药,7,4,2,8009,dànyào,dànyào,,,,,
10155,膽戰心驚,胆战心惊,7,2,0,,dǎnzhànxīnjīng,dǎnzhànxīnjīng,,,,,
10156,當差,当差,7,3,0,8053,dāngchāi,dāngchāi,,,,,
10157,當紅,当红,7,3,1,45277,dānghóng,dānghóng,,,,,
10158,當機立斷,当机立断,7,3,1,8036,dāngjīlìduàn,dāngjīlìduàn,,,,,
10159,當權,当权,7,6,1,8044,dāngquán,dāngquán,,,,,
10160,蕩然無存,荡然无存,7,3,2,8135,dàngránwúcún,dàngránwúcún,,,,,
10161,當頭,当头,7,4,1,8028 8123,dāngtóu,dāngtóu,,,,,
10162,當頭棒喝,当头棒喝,7,2,1,8029,dāngtóubànghè,dāngtóubànghè,,,,,
10163,當務之急,当务之急,7,3,5,8066,dāngwùzhījí,dāngwùzhījí,,,,,
10164,搗,捣,7,6,2,7629,dǎo,dǎo,,,,,
10165,稻草,稻草,7,5,13,7775,dàocǎo,dàocǎo,,,,,
10166,導讀,导读,7,6,0,7641,dǎodú,dǎodú,,,,,
10167,倒過來,倒过来,7,3,3,,dàoguòlái,dàoguòlái,,,,,
10168,導航,导航,7,4,6,7648,dǎoháng,dǎoháng,,,,,
10169,道教,道教,7,8,2,7752,dàojiào,dàojiào,,,,,
10170,導覽,导览,7,4,12,,dǎolǎn,dǎolǎn,,,,,
10171,倒流,倒流,7,3,1,,dàoliú,dàoliú,,,,,
10172,搗亂,捣乱,7,3,2,7632,dǎoluàn,dǎoluàn,,,,,
10173,道貌岸然,道貌岸然,7,3,0,7733,dàomào'ànrán,dàomào'ànrán,,,,,
10174,稻米,稻米,7,8,45,7765,dàomǐ,dàomǐ,,,,,
10175,悼念,悼念,7,3,2,7709,dàoniàn,dàoniàn,,,,,
10176,道義,道义,7,6,1,7762,dàoyì,dàoyì,,,,,
10177,倒影,倒影,7,3,1,7706,dàoyǐng,dàoyǐng,,,,,
10178,導遊,导游,7,4,4,7657,dǎoyóu,dǎoyóu,,,,,
10179,盜賊,盗贼,7,6,2,7726,dàozéi,dàozéi,,,,,
10180,倒轉,倒转,7,2,1,7698,dàozhuǎn,dàozhuǎn,,,,,
10181,得,得,7,2471,1542,7402 7458 7583,dé,dé,,,,,
10182,得不償失,得不偿失,7,2,1,7405,débùchángshī,débùchángshī,,,,,
10183,得逞,得逞,7,5,1,7429,déchěng,déchěng,,,,,
10184,得當,得当,7,5,1,7413,dédàng,dédàng,,,,,
10185,得道,得道,7,3,1,7411,dédào,dédào,,,,,
10186,得了,得了,7,3,1,7416 7420,déle,déle,,,,,
10187,得心應手,得心应手,7,3,2,7426,déxīnyìngshǒu,déxīnyìngshǒu,,,,,
10188,德性,德性,7,4,0,7448,déxìng,déxìng,,,,,
10189,德行,德行,7,6,2,,déxìng,déxìng,,,,,
10190,得宜,得宜,7,4,1,7437,déyí,déyí,,,,,
10191,得意忘形,得意忘形,7,2,1,7441,déyìwàngxíng,déyìwàngxíng,,,,,
10192,得意洋洋,得意洋洋,7,5,1,7439,déyìyángyáng,déyìyángyáng,,,,,
10193,得志,得志,7,4,1,7428,dézhì,dézhì,,,,,
10194,蹬,蹬,7,3,2,8228,dèng,dèng,,,,,
10195,等號,等号,7,4,2,8205,děnghào,děnghào,,,,,
10196,登基,登基,7,10,4,8159,dēngjī,dēngjī,,,,,
10197,登門,登门,7,5,0,8142,dēngmén,dēngmén,,,,,
10198,登載,登载,7,2,0,8168,dēngzài,dēngzài,,,,,
10199,地表,地表,7,5,33,8400,dìbiǎo,dìbiǎo,,,,,
10200,地標,地标,7,3,9,8399,dìbiāo,dìbiāo,,,,,
10201,敵不過,敌不过,7,2,1,,díbúguò,díbùguò,,,,,
10202,牴觸,抵触,7,3,1,8390,dǐchù,dǐchù,,,,,
10203,低垂,低垂,7,5,3,8270,dīchuí,dīchuí,,,,,
10204,地道,地道,7,4,1,,dìdào/dìdao,dìdào/dìdao,"[{""Traditional"": ""地道"", ""Simplified"": ""地道"", ""Pinyin"": ""dìdào"", ""PinyinYB"": ""dìdào"", ""MOE"": ""8424 8425""}, {""Traditional"": ""地道"", ""Simplified"": ""地道"", ""Pinyin"": ""dìdao"", ""PinyinYB"": ""dìdao"", ""MOE"": ""8424 8425""}]",,,,
10205,地段,地段,7,2,2,8428,dìduàn,dìduàn,,,,,
10206,詆毀,诋毁,7,3,0,8394,dǐhuǐ,dǐhuǐ,,,,,
10207,地基,地基,7,3,7,8456,dìjī,dìjī,,,,,
10208,遞減,递减,7,3,3,8593,dìjiǎn,dìjiǎn,,,,,
10209,地窖,地窖,7,6,0,8462,dìjiào,dìjiào,,,,,
10210,締結,缔结,7,6,1,8580,dìjié,dìjié,,,,,
10211,低階,低阶,7,4,2,8259,dījiē,dījiē,,,,,
10212,地雷,地雷,7,3,3,8441,dìléi,dìléi,,,,,
10213,低劣,低劣,7,3,0,8252,dīliè,dīliè,,,,,
10214,低迷,低迷,7,4,6,8234,dīmí,dīmí,,,,,
10215,敵視,敌视,7,3,1,8336,díshì,díshì,,,,,
10216,敵手,敌手,7,4,1,8337,díshǒu,díshǒu,,,,,
10217,滴水,滴水,7,3,4,8300,dīshuǐ,dīshuǐ,,,,,
10218,帝王,帝王,7,23,5,8575,dìwáng,dìwáng,,,,,
10219,底細,底细,7,4,1,8352,dǐxì,dǐxì,,,,,
10220,抵消,抵消,7,3,2,8373,dǐxiāo,dǐxiāo,,,,,
10221,抵銷,抵销,7,3,1,,dǐxiāo,dǐxiāo,,,,,
10222,抵押,抵押,7,3,3,8381,dǐyā,dǐyā,,,,,
10223,抵禦,抵御,7,5,3,8385,dǐyù,dǐyù,,,,,
10224,締造,缔造,7,5,5,8582,dìzào,dìzào,,,,,
10225,底子,底子,7,3,3,8358,dǐzi,dǐzi,,,,,
10226,殿,殿,7,27,4,9039,diàn,diàn,,,,,
10227,踮,踮,7,3,0,8869,diàn,diàn,,,,,
10228,顛簸,颠簸,7,5,4,8778,diānbǒ,diānbǒ,,,,,
10229,點點滴滴,点点滴滴,7,5,1,45182,diǎndiǎndīdī,diǎndiǎndīdī,,,,,
10230,典故,典故,7,6,5,8799,diǎngù,diǎngù,,,,,
10231,電擊,电击,7,9,2,8955,diànjí,diànjí,,,,,
10232,惦記,惦记,7,3,2,8868,diànjì,diànjì,,,,,
10233,奠基,奠基,7,5,1,8873,diànjī,diànjī,,,,,
10234,電機,电机,7,6,2,8952,diànjī,diànjī,,,,,
10235,典籍,典籍,7,5,4,8800,diǎnjí,diǎnjí,,,,,
10236,點亮,点亮,7,4,3,,diǎnliàng,diǎnliàng,,,,,
10237,顛沛流離,颠沛流离,7,2,1,8780,diānpèiliúlí,diānpèiliúlí,,,,,
10238,店鋪/店舖,店铺,7,10,2,,diànpù,diànpù,"[{""Traditional"": ""店鋪"", ""Simplified"": ""店铺"", ""Pinyin"": ""diànpù"", ""PinyinYB"": ""diànpù"", ""MOE"": ""8851""}, {""Traditional"": ""店舖"", ""Simplified"": ""店铺"", ""Pinyin"": ""diànpù"", ""PinyinYB"": ""diànpù"", ""MOE"": """"}]",,,,
10239,癲癇,癫痫,7,5,1,8793,diānxián,diānxián,,,,,
10240,電訊,电讯,7,3,1,8973,diànxùn,diànxùn,,,,,
10241,電源,电源,7,3,5,9037,diànyuán,diànyuán,,,,,
10242,店主,店主,7,4,1,8861,diànzhǔ,diànzhǔ,,,,,
10243,墊子,垫子,7,3,2,9057,diànzi,diànzi,,,,,
10244,調度,调度,7,5,4,8740,diàodù,diàodù,,,,,
10245,調換,调换,7,2,1,8748,diàohuàn,diàohuàn,,,,,
10246,凋零,凋零,7,4,10,8659,diāolíng,diāolíng,,,,,
10247,刁難,刁难,7,3,1,8652,diāonán,diāonán,,,,,
10248,調配,调配,7,4,7,8738 10984,diàopèi,diàopèi,,,,,
10249,掉頭,掉头,7,6,1,8714,diàotóu,diàotóu,,,,,
10250,掉以輕心,掉以轻心,7,3,5,8720,diàoyǐqīngxīn,diàoyǐqīngxīn,,,,,
10251,雕琢,雕琢,7,2,2,8677,diāozhuó,diāozhuó,,,,,
10252,調子,调子,7,3,0,8762,diàozi,diàozi,,,,,
10253,爹,爹,7,29,48,8596,diē,diē,,,,,
10254,喋喋不休,喋喋不休,7,3,0,8620,diédiébùxiū,diédiébùxiū,,,,,
10255,跌跌撞撞,跌跌撞撞,7,6,1,8610,diédiézhuàngzhuàng,diédiézhuàngzhuàng,,,,,
10256,定案,定案,7,3,2,9156,dìng'àn,dìng'àn,,,,,
10257,定點,定点,7,4,7,9120,dìngdiǎn,dìngdiǎn,,,,,
10258,定額,定额,7,2,1,9155,dìng'é,dìng'é,,,,,
10259,鼎沸,鼎沸,7,2,2,9111,dǐngfèi,dǐngfèi,,,,,
10260,頂峰,顶峰,7,5,1,9087,dǐngfēng,dǐngfēng,,,,,
10261,定睛,定睛,7,3,0,,dìngjīng,dìngjīng,,,,,
10262,定局,定局,7,2,0,9133,dìngjú,dìngjú,,,,,
10263,訂立,订立,7,3,2,9168,dìnglì,dìnglì,,,,,
10264,定論,定论,7,7,5,9127,dìnglùn,dìnglùn,,,,,
10265,鼎盛,鼎盛,7,4,4,9116,dǐngshèng,dǐngshèng,,,,,
10266,叮囑,叮嘱,7,5,1,9071,dīngzhǔ,dīngzhǔ,,,,,
10267,頂撞,顶撞,7,3,1,9104,dǐngzhuàng,dǐngzhuàng,,,,,
10268,定罪,定罪,7,4,0,9153,dìngzuì,dìngzuì,,,,,
10269,丟失,丢失,7,3,0,,diūshī,diūshī,,,,,
10270,動筆,动笔,7,4,1,9850,dòngbǐ,dòngbǐ,,,,,
10271,洞察,洞察,7,5,1,9832,dòngchá,dòngchá,,,,,
10272,東倒西歪,东倒西歪,7,3,2,9763,dōngdǎoxīwāi,dōngdǎoxīwāi,,,,,
10273,動工,动工,7,3,4,9868,dònggōng,dònggōng,,,,,
10274,恫嚇,恫吓,7,3,2,9837,dònghè,dònghè,,,,,
10275,凍結,冻结,7,5,5,9844,dòngjié,dòngjié,,,,,
10276,棟樑,栋梁,7,1,0,,dòngliáng,dòngliáng,,,,,
10277,動脈,动脉,7,6,6,9852,dòngmài,dòngmài,,,,,
10278,動能,动能,7,8,2,9862,dòngnéng,dòngnéng,,,,,
10279,動怒,动怒,7,3,0,9863,dòngnù,dòngnù,,,,,
10280,動容,动容,7,4,4,9889,dòngróng,dòngróng,,,,,
10281,東山再起,东山再起,7,3,1,9799,dōngshānzàiqǐ,dōngshānzàiqǐ,,,,,
10282,動彈不得,动弹不得,7,6,3,9857,dòngtánbùdé,dòngtánbùdé,,,,,
10283,洞悉,洞悉,7,5,1,9826,dòngxī,dòngxī,,,,,
10284,動輒,动辄,7,6,4,,dòngzhé,dòngzhé,,,,,
10285,斗,斗,7,9,7,7786,dǒu,dǒu,,,,,
10286,兜,兜,7,5,4,7781,dōu,dōu,,,,,
10287,斗大,斗大,7,3,2,7789,dǒudà,dǒudà,,,,,
10288,兜風,兜风,7,3,1,7782,dōufēng,dōufēng,,,,,
10289,逗留,逗留,7,6,2,7826,dòuliú,dòuliú,,,,,
10290,陡坡,陡坡,7,3,1,7801,dǒupō,dǒupō,,,,,
10291,陡峭,陡峭,7,6,6,7804,dǒuqiào,dǒuqiào,,,,,
10292,逗趣,逗趣,7,3,2,7828,dòuqù,dòuqù,,,,,
10293,鬥士,斗士,7,4,7,7850,dòushì,dòushì,,,,,
10294,兜售,兜售,7,3,3,7785,dōushòu,dōushòu,,,,,
10295,鬥志,斗志,7,7,3,7845,dòuzhì,dòuzhì,,,,,
10296,鬥智,斗智,7,3,0,7847,dòuzhì,dòuzhì,,,,,
10297,獨霸,独霸,7,3,1,9222,dúbà,dúbà,,,,,
10298,渡船,渡船,7,3,1,9360,dùchuán,dùchuán,,,,,
10299,獨創,独创,7,3,2,9262,dúchuàng,dúchuàng,,,,,
10300,督促,督促,7,5,5,9201,dūcù,dūcù,,,,,
10301,獨當一面,独当一面,7,3,2,9233,dúdāngyímiàn,dúdāngyīmiàn,,,,,
10302,督導,督导,7,5,1,9194,dūdǎo,dūdǎo,,,,,
10303,篤定,笃定,7,6,5,9318,dǔdìng,dǔdìng,,,,,
10304,獨斷,独断,7,3,0,9234,dúduàn,dúduàn,,,,,
10305,毒害,毒害,7,4,3,9206,dúhài,dúhài,,,,,
10306,都會,都会,7,4,8,9184,dūhuì,dūhuì,,,,,
10307,妒忌,妒忌,7,3,1,9342,dùjì,dùjì,,,,,
10308,鍍金,镀金,7,3,1,9362,dùjīn,dùjīn,,,,,
10309,獨居,独居,7,4,13,9251,dújū,dújū,,,,,
10310,獨具,独具,7,4,1,,dújù,dújù,,,,,
10311,杜絕,杜绝,7,4,2,9328,dùjué,dùjué,,,,,
10312,獨門,独门,7,3,2,9226,dúmén,dúmén,,,,,
10313,嘟囔,嘟囔,7,2,0,9192,dūnang,dūnang,,,,,
10314,嘟噥,嘟哝,7,3,0,,dūnong,dūnong,,,,,
10315,賭氣,赌气,7,4,2,9310,dǔqì,dǔqì,,,,,
10316,獨身,独身,7,3,0,9264,dúshēn,dúshēn,,,,,
10317,賭徒,赌徒,7,4,0,9306,dǔtú,dǔtú,,,,,
10318,獨享,独享,7,2,1,9254,dúxiǎng,dúxiǎng,,,,,
10319,篤信,笃信,7,3,3,9320,dǔxìn,dǔxìn,,,,,
10320,獨行,独行,7,3,1,9255,dúxíng,dúxíng,,,,,
10321,獨佔/獨占,独占,7,8,3,,dúzhàn,dúzhàn,"[{""Traditional"": ""獨佔"", ""Simplified"": ""独占"", ""Pinyin"": ""dúzhàn"", ""PinyinYB"": ""dúzhàn"", ""MOE"": """"}, {""Traditional"": ""獨占"", ""Simplified"": ""独占"", ""Pinyin"": ""dúzhàn"", ""PinyinYB"": ""dúzhàn"", ""MOE"": """"}]",,,,
10322,杜撰,杜撰,7,3,1,9331,dùzhuàn,dùzhuàn,,,,,
10323,端倪,端倪,7,5,3,9574,duānní,duānní,,,,,
10324,斷氣,断气,7,3,1,9652,duànqì,duànqì,,,,,
10325,端視,端视,7,3,0,,duānshì,duānshì,,,,,
10326,斷送,断送,7,3,0,9664,duànsòng,duànsòng,,,,,
10327,端詳,端详,7,9,2,9577,duānxiáng,duānxiáng,,,,,
10328,斷言,断言,7,5,1,9667,duànyán,duànyán,,,,,
10329,端正,端正,7,5,2,9578,duānzhèng,duānzhèng,,,,,
10330,端莊,端庄,7,4,2,9579,duānzhuāng,duānzhuāng,,,,,
10331,堆疊,堆叠,7,4,4,9478,duīdié,duīdié,,,,,
10332,對聯,对联,7,6,2,9526,duìlián,duìlián,,,,,
10333,堆砌,堆砌,7,2,1,9481,duīqì,duīqì,,,,,
