Traditional,Simplified,Pinyin,Meaning
頻繁,频繁,pínfán,"SV: to be frequent, to be often [PAVC-511]"
睡眠,睡眠,shuìmián,N: sleep [PAVC-511]
危害,危害,wéihài,"V: to harm, to endanger, to injure [PAVC-511]"
氣喘,气喘,qìchuǎn,"N, V: asthma; to be short of breath, to pant [PAVC-511]"
至於,至于,zhìyú,"CONJ: as for …, with regard to … [PAVC-511]"
過敏性,过敏性,guòmǐnxìng,AT: allergic [PAVC-511]
鼻炎,鼻炎,bíyán,"N: rhinitis, nose inflammation [PAVC-511]"
患者,患者,huànzhě,"N: sufferer, patient [PAVC-511]"
發作,发作,fāzuò,"V: to break out, to show effect [PAVC-511]"
口乾,口干,kǒugān,SV: to be thirsty [PAVC-511]
便秘,便秘,biànmì,N: constipation [PAVC-511]
火氣,火气,huǒqì,N: internal heat (as a cause of disease in Chinese medicine) [PAVC-511]
藥到病除,药到病除,yàodàobìngchú,"PV: as the medicine takes effect, the symptoms lessen and vanish [PAVC-511]"
預防,预防,yùfáng,"V: to prevent, to guard against [PAVC-511]"
上述,上述,shàngshù,AT: above-mentioned [PAVC-511]
作息,作息,zuòxí,V: to work and rest [PAVC-511]
熬夜,熬夜,áoyè,VO: to stay up late or all night [PAVC-511]
過勞,过劳,guòláo,"V: to work too hard, to overwork [PAVC-511]"
體力,体力,tǐlì,N: physical power or strength [PAVC-511]
加減,加减,jiājiǎn,V: to add and subtract [PAVC-511]
樂觀,乐观,lèguān,"SV: to be optimistic, to be hopeful, to be sanguine [PAVC-511]"
面對,面对,miànduì,"V: to face, to confront [PAVC-511]"
總之,总之,zǒngzhī,"CONJ: in a word, in short, anyway, anyhow [PAVC-511]"
起居,起居,qǐjū,N: daily life [PAVC-511]
挑食,挑食,tiāoshí,VO: to be fastidious about food [PAVC-511]
穿著,穿著,chuānzhuó,"N: dress, what one wears [PAVC-511]"
番,番,fān,"M: kind, measure words for times and occurences [PAVC-512]"
居多,居多,jūduō,SV: to be in the majority [PAVC-512]
著想,著想,zhuóxiǎng,"V: to consider, to take into consideration (also pronounced zháo) [PAVC-512]"
固然,固然,gùrán,"CONJ: no doubt, of course, admittedly [PAVC-512]"
天高氣爽,天高气爽,tiāngāoqìshuǎng,PV: limpid skies and cool temperatures of autumn [PAVC-512]
痛快,痛快,tòngkuài,"SV: to be joyful, to be delighted, to be overjoyed [PAVC-512]"
提倡,提倡,tíchàng,"V: to advocate, to encourage, to recommend [PAVC-512]"
吸引,吸引,xīyǐn,"V: to attract, to draw, to fascinate [PAVC-512]"
目光,目光,mùguāng,"N: gaze, look, sight, vision, view [PAVC-512]"
引誘,引诱,yǐnyòu,"V: to lure, to seduce [PAVC-512]"
誤入歧途,误入歧途,wùrùqítú,"PV: to go astray, to be misled [PAVC-512]"
口號,口号,kǒuhào,"N: slogan, watchword [PAVC-512]"
主食,主食,zhǔshí,"N: staple food, principal food [PAVC-512]"
紅棗,红枣,hóngzǎo,"N: jujube, red date, a kind of fruit [PAVC-512]"
小米,小米,xiǎomǐ,N: millet [PAVC-512]
柑橘,柑橘,gānjú,"N: oranges and tangerines, citrus fruits [PAVC-512]"
黃豆,黄豆,huángdòu,"N: soybean, soya bean [PAVC-512]"
木瓜,木瓜,mùguā,N: papaya [PAVC-512]
空心菜,空心菜,kōngxīncài,N: water spinach [PAVC-512]
芥藍,芥蓝,jièlán,N: cabbage mustard [PAVC-512]
小白菜,小白菜,xiǎobáicài,N: a variety of Chinese cabbage [PAVC-512]
茭白,茭白,jiāobái,N: water-oat shoots [PAVC-512]
白果,白果,báiguǒ,N: ginkgo nut [PAVC-512]
銀杏,银杏,yínxìng,N: gingko [PAVC-512]
木耳,木耳,mù'ěr,"N: edible fungus, ""wood ear"" [PAVC-512]"
黑豆,黑豆,hēidòu,N: black soybean [PAVC-512]
香菇,香菇,xiānggū,"N: mushrooms grown on logs, shiitake [PAVC-512]"
海苔,海苔,hǎitái,N: sea moss [PAVC-512]
長久,长久,chángjiǔ,"SV: for a long time, permanently [PAVC-512]"
某些,某些,mǒuxiē,"N: some, certain, a few [PAVC-512]"
生機,生机,shēngjī,"N: new lease on life, vitality, chance of survival; (～飲食) LOHAS (""Lifestyle of Health and Sustainability"", pseudo-anglicism used in Taiwan) [PAVC-512]"
何謂,何谓,héwèi,CONJ: what is meant by …? what is the meaning of …? [PAVC-512]
多半,多半,duōbàn,"A: probably, most likely [PAVC-512]"
有機,有机,yǒujī,AT: organic; (～食品) organic food [PAVC-512]
穀類,谷类,gǔlèi,"N: grain and corn, cereals [PAVC-512]"
為主,为主,wéizhǔ,SV: to give first place to … [PAVC-512]
蔬果,蔬果,shūguǒ,N: vegetables and fruits [PAVC-512]
廣義,广义,guǎngyì,"AT, N: generalized; broad sense, generalization [PAVC-512]"
深海魚,深海鱼,shēnhǎiyú,N: abyssal fish (fish that live below the depth of 2000 m) [PAVC-512]
精力,精力,jīnglì,"N: energy, vigor [PAVC-512]"
充沛,充沛,chōngpèi,"SV: to be plentiful, to be abundant, to be full of [PAVC-512]"
排除,排除,páichú,"RC: to get rid of, to remove, to eliminate [PAVC-512]"
聚集,聚集,jùjí,"V: to gather, to assemble, to collect [PAVC-512]"
毒素,毒素,dúsù,"N: toxin, poison [PAVC-512]"
慢性病,慢性病,mànxìngbìng,N: chronic disease [PAVC-512]
脂肪肝,脂肪肝,zhīfánggān,N: fatty liver [PAVC-512]
糖尿病,糖尿病,tángniàobìng,N: diabetes [PAVC-512]
消化,消化,xiāohuà,"N, V: digestion, absorbtion; to digest, to absorb [PAVC-512]"
良好,良好,liánghǎo,"SV: to be good, to be well, to be desirable [PAVC-512]"
腸癌,肠癌,cháng'ái,N: intestinal cancer [PAVC-512]
以及,以及,yǐjí,CONJ: and (formal) [PAVC-512]
足夠,足够,zúgòu,"SV: to be enough, to be sufficient [PAVC-512]"
知名,知名,zhīmíng,"AT: to be noted, to be famous [PAVC-513]"
反義字,反义字,fǎnyìzì,N: antonym [PAVC-513]
拼音,拼音,pīnyīn,"N, VO: pinyin, the Chinese romanization system; to spell, to phoneticize [PAVC-513]"
記事,记事,jìshì,VO: to record events [PAVC-513]
名片,名片,míngpiàn,"N: name card, visiting or calling card [PAVC-513]"
陰陽曆,阴阳历,yīnyánglì,N: lunisolar calendar [PAVC-513]
過於,过于,guòyú,V: to exceed [PAVC-513]
簡化,简化,jiǎnhuà,"N, V: simplification; to simplify [PAVC-513]"
初期,初期,chūqí,"N: initial stage, early days [PAVC-513]"
因此,因此,yīncǐ,"CONJ: therefore, consequently [PAVC-513]"
便於,便于,biànyú,"SV: to be easy to …, to be convenient for … [PAVC-513]"
無限,无限,wúxiàn,"AT: infinite, limitless [PAVC-513]"
一機多用,一机多用,yìjīduōyòng,IE: a single machine that serves several purposes [PAVC-513]
自我,自我,zìwǒ,"PN: self, oneself [PAVC-513]"
課業,课业,kèyè,"N: lessons, schoolwork [PAVC-513]"
辭典,辞典,cídiǎn,"N: dictionary, lexicon [PAVC-513]"
查詢,查询,cháxún,V: to inquire into or about [PAVC-513]
備忘,备忘,bèiwàng,V: to note down so as not to forget [PAVC-513]
三班制,三班制,sānbānzhì,N: three-shift system [PAVC-513]
原貌,原貌,yuánmào,N: original appearance [PAVC-513]
模特,模特,mótè,N: model (also ～兒) [PAVC-513]
名人錄,名人录,míngrénlù,"N: list of celebrities, Who's Who [PAVC-513]"
各項,各项,gèxiàng,"N: various items, all items, each and every item [PAVC-513]"
學業,学业,xuéyè,N: one's studies or schoolwork [PAVC-513]
電器,电器,diànqì,N: electrical equipment or appliances [PAVC-513]
農作物,农作物,nóngzuòwù,"N: crops, agricultural products [PAVC-513]"
損害,损害,sǔnhài,"V: to harm, to damage, to injure [PAVC-513]"
仍須,仍须,réngxū,V: to still require [PAVC-513]
治好,治好,zhìhǎo,"RC: to cure, to heal [PAVC-513]"
書籍,书籍,shūjí,"N: books, works, literature [PAVC-513]"
輕薄短小,轻薄短小,qīngbóduǎnxiǎo,"SV: to be light, thin, short and small [PAVC-513]"
發明家,发明家,fāmíngjiā,N: inventor [PAVC-513]
超人,超人,chāorén,"N, SV: superman; to be exceptional [PAVC-513]"
智力,智力,zhìlì,"N: intelligence, intellect [PAVC-513]"
懷有,怀有,huáiyǒu,"V: to cherish, to harbor, to yearn for, to embrace [PAVC-513]"
性能,性能,xìngnéng,"N: property, function, natural capacity [PAVC-513]"
工程師,工程师,gōngchéngshī,N: engineer [PAVC-513]
才能,才能,cáinéng,"N: ability, talent [PAVC-513]"
干擾,干扰,gānrǎo,"N, V: interference, jam; to disturb, to interfere [PAVC-513]"
吵鬧,吵闹,chǎonào,"N, V: din, hubbub; to wrangle, to kick up a row [PAVC-513]"
思考,思考,sīkǎo,"V: to ponder over …, to reflect on … [PAVC-513]"
談笑,谈笑,tánxiào,V: to talk and laugh [PAVC-513]
優缺點,优缺点,yōuquēdiǎn,N: advantages and disadvantages [PAVC-513]
舉出,举出,jǔchū,"RC: to enumerate, to itemize, to cite as an example [PAVC-513]"
競賽,竞赛,jìngsài,"N, V: contest, competition; to compete [PAVC-513]"
脅迫,胁迫,xiépò,"V: to coerce, to force [PAVC-513]"
僅限於,仅限于,jǐnxiànyú,SV: to be limited to … [PAVC-513]
長途,长途,chángtú,N: long distance [PAVC-513]
轉入,转入,zhuǎnrù,V: to shift or switch to … [PAVC-513]
編排,编排,biānpái,"V: to arrange, to lay out [PAVC-513]"
注音符號,注音符号,zhùyīnfúhào,N: Mandarin phonetic symbols used in Taiwan (often referred to as Bopomofo) [PAVC-513]
讀音,读音,dúyīn,"N, V: reading pronuciation of characters, to pronounce [PAVC-513]"
凡是,凡是,fánshì,"A: every, any, all, whatever [PAVC-513]"
附有,附有,fùyǒu,V: to attach [PAVC-513]
部首,部首,bùshǒu,N: radicals according to which Chinese characters are arranged in dictionaries [PAVC-513]
筆畫,笔画,bǐhuà,N: strokes of a Chinese character [PAVC-513]
檢字表,检字表,jiǎnzìbiǎo,"N: character-lookup list, index of Chinese characters [PAVC-513]"
翻查,翻查,fānchá,V: to leaf through [PAVC-513]
扣除,扣除,kòuchú,V: to deduct [PAVC-513]
數目,数目,shùmù,"N: number, amount [PAVC-513]"
單字,单字,dānzì,N: individual Chinese character [PAVC-513]
詞語,词语,cíyǔ,"N: words and expressions, terms [PAVC-513]"
大多數,大多数,dàduōshù,N: the great majority [PAVC-513]
上下文,上下文,shàngxiàwén,N: context [PAVC-513]
挑選,挑选,tiāoxuǎn,"V: to choose, to select, to pick [PAVC-513]"
專門,专门,zhuānmén,"SV: to be special, to be specialized [PAVC-513]"
人名,人名,rénmíng,N: name of a person [PAVC-513]
地名,地名,dìmíng,"N: place name, toponym [PAVC-513]"
地質,地质,dìzhí,N: geology [PAVC-513]
礦物,矿物,kuàngwù,N: mineral [PAVC-513]
例言,例言,lìyán,"N: introductory remarks, notes on the use of a book [PAVC-513]"
本文,本文,běnwén,"N: this text, this article [PAVC-513]"
名言,名言,míngyán,N: celebrated dictum or remark [PAVC-513]
腦海,脑海,nǎohǎi,"N: brain, mind [PAVC-513]"
搜尋,搜寻,sōuxún,"V: to search for, to look for …, to seek [PAVC-513]"
老半天,老半天,lǎobàntiān,N: long time [PAVC-513]
線索,线索,xiànsuǒ,"N: clue, thread [PAVC-513]"
以往,以往,yǐwǎng,"N: before, previously, formerly, in the past [PAVC-513]"
查閱,查阅,cháyuè,"V: to consult, to look up, to examine [PAVC-513]"
滑鼠,滑鼠,huáshǔ,N: computer mouse [PAVC-513]
輕輕,轻轻,qīngqīng,"A: lightly, gently [PAVC-513]"
列印,列印,lièyìn,V: to print [PAVC-513]
神奇,神奇,shénqí,"V: to be magical, to be mystical, to be miraculous [PAVC-513]"
而言,而言,éryán,CONJ: (就 … ～) with regard to [PAVC-513]
由淺入深,由浅入深,yóuqiǎnrùshēn,"IE: from the easy to the difficult, from the elementary to the profound [PAVC-513]"
檢索,检索,jiǎnsuǒ,"V: to retrieve, to research, to refer to, to look up, to search [PAVC-513]"
淺顯,浅显,qiǎnxiǎn,SV: to be easy to understand [PAVC-513]
其次,其次,qícì,"AT, CONJ: secondary; next, second [PAVC-513]"
簡編,简编,jiǎnbiān,"N: concise edition, short course [PAVC-513]"
詞目,词目,címù,N: lexical entry [PAVC-513]
修訂本,修订本,xiūdìngběn,N: revised edition [PAVC-513]
海峽對岸,海峡对岸,hǎixiáduì'àn,"N: the other side of the strait, in Taiwanese usage a reference to Mainland China [PAVC-513]"
音讀,音读,yīndú,"N: reading pronunciation, reading [PAVC-513]"
釋義,释义,shìyì,"N, VO: paraphrase; to explain, to interpret [PAVC-513]"
典故,典故,diǎngù,"N: allusion, literary quotation [PAVC-513]"
書證,书证,shūzhèng,N: documented evidence [PAVC-513]
接龍,接龙,jiēlóng,"VO: to build up a sequence, as of cards or dominoes [PAVC-513]"
詳實,详实,xiángshí,SV: to be full and accurate [PAVC-513]
對照,对照,duìzhào,"N, V: contrast, comparison; to contrast, to compare [PAVC-513]"
字譜,字谱,zìpǔ,N: character table [PAVC-513]
簡短,简短,jiǎnduǎn,"SV: to be brief, to be succinct, to be terse [PAVC-513]"
極具特色,极具特色,jíjùtèsè,IE: to have extremely useful features [PAVC-513]
厚重,厚重,hòuzhòng,"SV: to be decorous, to be dignified, to be thick and heavy, to be rich and generous [PAVC-513]"
初級,初级,chūjí,"AT: elementary, primary, beginner-level [PAVC-513]"
消費,消费,xiāofèi,V: to consume [PAVC-514]
投入,投入,tóurù,"V: to throw, to put into [PAVC-514]"
股,股,gǔ,"M: measure word for string-shaped objects, air, fragrance, strength, also for groups of people [PAVC-514]"
出版,出版,chūbǎn,"V: to come off the press, to publish, to come out [PAVC-514]"
零用金,零用金,língyòngjīn,N: pocket money [PAVC-514]
易讀,易读,yìdú,AT: easy to read [PAVC-514]
抓住,抓住,zhuāzhù,"RC: to catch or seize hold of …, to catch, to capture, to grip somebody's attention [PAVC-514]"
禮品,礼品,lǐpǐn,"N: gift, present [PAVC-514]"
行業,行业,hángyè,"N: trade, profession [PAVC-514]"
國中,国中,guózhōng,"N: junior high school (7th, 8th and 9th grades) [PAVC-514]"
單價,单价,dānjià,N: unit price [PAVC-514]
般,般,bān,"N: sort, kind [PAVC-514]"
街頭,街头,jiētóu,N: street corner [PAVC-514]
年輕化,年轻化,niánqīnghuà,A: becoming younger [PAVC-514]
所謂,所谓,suǒwèi,AT: so-called [PAVC-514]
貨物,货物,huòwù,"N: goods, commodity, merchandise [PAVC-514]"
近視,近视,jìnshì,"N: myopia, nearsightedness [PAVC-514]"
飾品,饰品,shìpǐn,N: ornaments [PAVC-514]
名勝,名胜,míngshèng,"N: scenic spot, place famous for its scenery or historic interest [PAVC-514]"
風光,风光,fēngguāng,"N: scene, view, sight [PAVC-514]"
價位,价位,jiàwèi,N: price [PAVC-514]
免不了,免不了,miǎnbùliǎo,RC: to be unavoidable [PAVC-514]
甚至,甚至,shènzhì,"CONJ: even to the point of … , so much so that … [PAVC-514]"
業者,业者,yèzhě,N: businessman [PAVC-514]
財主,财主,cáizhǔ,"N: rich man, moneybags, property owner [PAVC-514]"
富人,富人,fùrén,N: rich person [PAVC-514]
腰帶,腰带,yāodài,"N: waistband, belt, girdle [PAVC-514]"
寬闊,宽阔,kuānkuò,"SV: to be broad, to be spacious [PAVC-514]"
商機,商机,shāngjī,N: business opportunity [PAVC-514]
先進,先进,xiānjìn,"SV, V: to be advanced; to advance [PAVC-514]"
先進國,先进国,xiānjìnguó,"N: developed country, advanced nation [PAVC-514]"
共同,共同,gòngtóng,"AT: common, mutual [PAVC-514]"
現象,现象,xiànxiàng,"N: phenomenon, appearance [PAVC-514]"
歐美,欧美,Ōu Měi,"N: Europe and America, the West [PAVC-514]"
如此,如此,rúcǐ,"P: thus, like this, such [PAVC-514]"
心肝,心肝,xīngān,"N: darling, conscience, character, energy, guts, sincerity, solidarity [PAVC-514]"
起跑,起跑,qǐpǎo,N: start of a track race [PAVC-514]
點上,点上,diǎnshàng,RC: to light a candle or cigarette [PAVC-514]
手軟,手软,shǒuruǎn,SV: to be soft-hearted [PAVC-514]
觀察到,观察到,guānchádào,"RC: to observe, to survey [PAVC-514]"
購買,购买,gòumǎi,"V: to purchase, to buy [PAVC-514]"
下降,下降,xiàjiàng,"V: to descend, to go or come down, to drop, to fall, to decline [PAVC-514]"
竟,竟,jìng,A: unexpectedly [PAVC-514]
珠寶,珠宝,zhūbǎo,N: jewelry [PAVC-514]
收藏,收藏,shōucáng,"V: to collect, to store up [PAVC-514]"
鑽石,钻石,zuànshí,N: diamond [PAVC-514]
翠玉,翠玉,cuìyù,"N: emerald, blue jade, Burma jadeite, chrysolite [PAVC-514]"
香奈兒,香奈儿,Xiāngnài'er,N: transliteration of Chanel [PAVC-514]
配件,配件,pèijiàn,"N: accessories, fittings [PAVC-514]"
家長,家长,jiāzhǎng,"N: head of a household, parent of a school child [PAVC-514]"
望子成龍,望子成龙,wàngzǐchénglóng,PV: to hope one's children will have bright future [PAVC-514]
望女成鳳,望女成凤,wàngnǚchéngfèng,PV: to hope one's daughter will be somebody [PAVC-514]
海外,海外,hǎiwài,"N: overseas, abroad [PAVC-514]"
擠滿,挤满,jǐmǎn,SV: to be filled to the point of overflowing [PAVC-514]
造型,造型,zàoxíng,"N: model, mold, modelling, mold-making [PAVC-514]"
拭目以待,拭目以待,shìmùyǐdài,"PV: to wait and see, to look forward to the fulfilment of one's wish [PAVC-514]"
貴國,贵国,guìguó,"N: courteous way of saying ""your country"" [PAVC-514]"
大型,大型,dàxíng,"AT: large-size machine, factory or shop [PAVC-514]"
追求,追求,zhuīqiú,"V: to seek, to pursue [PAVC-515]"
田園,田园,tiányuán,"N: fields and gardens, countryside [PAVC-515]"
必定,必定,bìdìng,"A: certainly, surely [PAVC-515]"
如同,如同,rútóng,"V: like, similar to … [PAVC-515]"
名,名,míng,M: measure word for people [PAVC-515]
安於,安于,ānyú,SV: to feel contented in … or with … [PAVC-515]
輕易,轻易,qīngyì,"A: lightly, rashly, easily [PAVC-515]"
佔地,占地,zhàndì,"N, VO: space occupied; to occupy space [PAVC-515]"
寬廣,宽广,kuānguǎng,"SV: to be broad, to be extensive, to be vast [PAVC-515]"
念頭,念头,niàntóu,"N: thought, idea, intention [PAVC-515]"
勸告,劝告,quàngào,"N, V: advice, exhortations; to advise, to exhort, to counsel [PAVC-515]"
