Traditional,Simplified,PinyinNumbered,Pinyin,Freq
了,了,liao3,liǎo,84
隆,隆,long2,lóng,84
智,智,zhi4,zhì,84
差,差,cha1,chā,84
停,停,ting2,tíng,84
殘,残,can2,cán,84
腸,肠,chang2,cháng,84
敵,敌,di2,dí,84
肥,肥,fei2,féi,84
播,播,bo1,bō,84
絡,络,luo4,luò,84
鍋,锅,guo1,guō,84
示,示,shi4,shì,84
斗,斗,dou3,dǒu,83
拍,拍,pai1,pāi,83
刻,刻,ke4,kè,83
革,革,ge2,gé,83
液,液,ye4,yè,83
縮,缩,suo1,suō,83
習,习,xi2,xí,83
澤,泽,ze2,zé,83
倒,倒,dao4,dào,82
危,危,wei1,wēi,82
餐,餐,can1,cān,82
狂,狂,kuang2,kuáng,82
辭,辞,ci2,cí,82
棒,棒,bang4,bàng,82
席,席,xi2,xí,82
艾,艾,ai4,ài,82
杜,杜,du4,dù,82
泡,泡,pao4,pào,82
著,着,zhe5,zhe,82
壽,寿,shou4,shòu,82
序,序,xu4,xù,81
律,律,lu:4,lǜ,81
構,构,gou4,gòu,81
霍,霍,huo4,huò,81
監,监,jian1,jiān,81
礦,矿,kuang4,kuàng,81
藝,艺,yi4,yì,81
箱,箱,xiang1,xiāng,81
亮,亮,liang4,liàng,81
蛇,蛇,she2,shé,81
延,延,yan2,yán,80
依,依,yi1,yī,80
鋼,钢,gang1,gāng,80
增,增,zeng1,zēng,80
徑,径,jing4,jìng,80
往,往,wang3,wǎng,80
桃,桃,tao2,táo,80
固,固,gu4,gù,80
響,响,xiang3,xiǎng,80
休,休,xiu1,xiū,80
徒,徒,tu2,tú,80
梅,梅,mei2,méi,80
中,中,zhong4,zhòng,80
搭,搭,da1,dā,79
俗,俗,su2,sú,79
撒,撒,sa1,sā,79
苗,苗,miao2,miáo,79
朱,朱,zhu1,zhū,79
認,认,ren4,rèn,79
琴,琴,qin2,qín,79
宜,宜,yi2,yí,79
逆,逆,ni4,nì,79
拖,拖,tuo1,tuō,78
梁,梁,liang2,liáng,78
參,参,can1,cān,78
磨,磨,mo2,mó,78
升,升,sheng1,shēng,78
優,优,you1,yōu,78
貓,猫,mao1,māo,78
父,父,fu4,fù,78
泉,泉,quan2,quán,78
薄,薄,bo2,bó,78
突,突,tu1,tū,77
句,句,ju4,jù,77
津,津,jin1,jīn,77
穿,穿,chuan1,chuān,77
植,植,zhi2,zhí,77
拳,拳,quan2,quán,77
符,符,fu2,fú,77
宿,宿,su4,sù,77
閃,闪,shan3,shǎn,77
塊,块,kuai4,kuài,76
魔,魔,mo2,mó,76
己,己,ji3,jǐ,76
充,充,chong1,chōng,76
禁,禁,jin4,jìn,76
各,各,ge4,gè,76
宣,宣,xuan1,xuān,76
鞋,鞋,xie2,xié,76
拔,拔,ba2,bá,76
君,君,jun1,jūn,76
謝,谢,xie4,xiè,76
完,完,wan2,wán,76
巨,巨,ju4,jù,76
肌,肌,ji1,jī,76
鴨,鸭,ya1,yā,76
盛,盛,sheng4,shèng,76
注,注,zhu4,zhù,76
稅,税,shui4,shuì,76
慶,庆,qing4,qìng,76
創,创,chuang4,chuàng,75
潛,潜,qian2,qián,75
他,他,ta1,tā,75
腿,腿,tui3,tuǐ,75
拼,拼,pin1,pīn,75
谷,谷,gu3,gǔ,75
貧,贫,pin2,pín,75
弄,弄,nong4,nòng,75
婦,妇,fu4,fù,75
觸,触,chu4,chù,75
閉,闭,bi4,bì,75
載,载,zai4,zài,75
童,童,tong2,tóng,75
厚,厚,hou4,hòu,75
旅,旅,lu:3,lǚ,74
滅,灭,mie4,miè,74
附,附,fu4,fù,74
降,降,jiang4,jiàng,74
敬,敬,jing4,jìng,74
村,村,cun1,cūn,74
責,责,ze2,zé,74
瑞,瑞,rui4,ruì,74
孫,孙,sun1,sūn,74
域,域,yu4,yù,74
邦,邦,bang1,bāng,74
評,评,ping2,píng,73
勤,勤,qin2,qín,73
複,复,fu4,fù,73
右,右,you4,yòu,73
廠,厂,chang3,chǎng,73
轉,转,zhuan4,zhuàn,73
藏,藏,zang4,zàng,73
免,免,mian3,miǎn,73
歡,欢,huan1,huān,73
我,我,wo3,wǒ,73
夢,梦,meng4,mèng,72
犬,犬,quan3,quǎn,72
壞,坏,huai4,huài,72
紋,纹,wen2,wén,72
匯,汇,hui4,huì,72
藏,藏,cang2,cáng,72
融,融,rong2,róng,72
朗,朗,lang3,lǎng,72
付,付,fu4,fù,72
即,即,ji2,jí,72
逃,逃,tao2,táo,71
亡,亡,wang2,wáng,71
候,候,hou4,hòu,71
今,今,jin1,jīn,71
茲,兹,zi1,zī,71
吹,吹,chui1,chuī,71
批,批,pi1,pī,71
最,最,zui4,zuì,71
豬,猪,zhu1,zhū,71
廢,废,fei4,fèi,70
盟,盟,meng2,méng,70
怒,怒,nu4,nù,70
抽,抽,chou1,chōu,70
吊,吊,diao4,diào,70
圍,围,wei2,wéi,70
庭,庭,ting2,tíng,70
避,避,bi4,bì,70
難,难,nan4,nàn,70
疑,疑,yi2,yí,69
腺,腺,xian4,xiàn,69
囊,囊,nang2,náng,69
少,少,shao3,shǎo,69
劃,划,hua4,huà,69
譜,谱,pu3,pǔ,69
吳,吴,wu2,wú,69
執,执,zhi2,zhí,69
攻,攻,gong1,gōng,69
隔,隔,ge2,gé,69
乘,乘,cheng2,chéng,69
研,研,yan2,yán,69
惠,惠,hui4,huì,69
訪,访,fang3,fǎng,69
切,切,qie1,qiē,69
恐,恐,kong3,kǒng,68
晚,晚,wan3,wǎn,68
郵,邮,you2,yóu,68
噪,噪,zao4,zào,68
掌,掌,zhang3,zhǎng,68
弱,弱,ruo4,ruò,68
荒,荒,huang1,huāng,68
當,当,dang4,dàng,68
詩,诗,shi1,shī,68
帕,帕,pa4,pà,68
戀,恋,lian4,liàn,68
貼,贴,tie1,tiē,68
餅,饼,bing3,bǐng,68
續,续,xu4,xù,68
辛,辛,xin1,xīn,68
許,许,xu3,xǔ,67
買,买,mai3,mǎi,67
療,疗,liao2,liáo,67
幣,币,bi4,bì,67
衝,冲,chong1,chōng,67
洪,洪,hong2,hóng,67
什,什,shi2,shí,67
冬,冬,dong1,dōng,67
例,例,li4,lì,67
淡,淡,dan4,dàn,66
跡,迹,ji4,jì,66
傾,倾,qing1,qīng,66
幕,幕,mu4,mù,66
螺,螺,luo2,luó,66
鐘,钟,zhong1,zhōng,66
訊,讯,xun4,xùn,66
析,析,xi1,xī,66
慢,慢,man4,màn,66
碎,碎,sui4,suì,66
策,策,ce4,cè,66
堡,堡,bao3,bǎo,66
孤,孤,gu1,gū,66
勁,劲,jin4,jìn,65
搖,摇,yao2,yáo,65
請,请,qing3,qǐng,65
顧,顾,gu4,gù,65
夾,夹,jia1,jiā,65
塞,塞,sai1,sāi,65
途,途,tu2,tú,65
窩,窝,wo1,wō,65
陣,阵,zhen4,zhèn,65
乙,乙,yi3,yǐ,65
季,季,ji4,jì,65
講,讲,jiang3,jiǎng,65
願,愿,yuan4,yuàn,65
互,互,hu4,hù,65
涼,凉,liang2,liáng,65
狼,狼,lang2,láng,65
叫,叫,jiao4,jiào,65
粗,粗,cu1,cū,64
項,项,xiang4,xiàng,64
判,判,pan4,pàn,64
災,灾,zai1,zāi,64
插,插,cha1,chā,64
烈,烈,lie4,liè,64
纖,纤,xian1,xiān,64
損,损,sun3,sǔn,64
鏈,链,lian4,liàn,64
頸,颈,jing3,jǐng,64
駕,驾,jia4,jià,64
弗,弗,fu2,fú,64
汽,汽,qi4,qì,64
討,讨,tao3,tǎo,64
擺,摆,bai3,bǎi,64
課,课,ke4,kè,64
怕,怕,pa4,pà,63
還,还,huan2,huán,63
膜,膜,mo2,mó,63
忘,忘,wang4,wàng,63
鉤,钩,gou1,gōu,63
函,函,han2,hán,63
嶺,岭,ling3,lǐng,63
誤,误,wu4,wù,63
與,与,yu3,yǔ,63
袋,袋,dai4,dài,63
漏,漏,lou4,lòu,63
奉,奉,feng4,fèng,63
默,默,mo4,mò,63
尊,尊,zun1,zūn,63
介,介,jie4,jiè,63
韓,韩,han2,hán,63
疏,疏,shu1,shū,63
佳,佳,jia1,jiā,62
均,均,jun1,jūn,62
堅,坚,jian1,jiān,62
含,含,han2,hán,62
弟,弟,di4,dì,62
央,央,yang1,yāng,62
俄,俄,e2,é,62
鷹,鹰,ying1,yīng,62
尋,寻,xun2,xún,62
賬,账,zhang4,zhàng,62
材,材,cai2,cái,62
垂,垂,chui2,chuí,62
燃,燃,ran2,rán,62
滴,滴,di1,dī,62
弦,弦,xian2,xián,62
銅,铜,tong2,tóng,62
丘,丘,qiu1,qiū,62
莊,庄,zhuang1,zhuāng,62
份,份,fen4,fèn,62
婆,婆,po2,pó,62
更,更,geng1,gēng,62
胎,胎,tai1,tāi,62
醉,醉,zui4,zuì,62
段,段,duan4,duàn,62
嘉,嘉,jia1,jiā,61
哀,哀,ai1,āi,61
沖,冲,chong1,chōng,61
始,始,shi3,shǐ,61
醇,醇,chun2,chún,61
申,申,shen1,shēn,61
債,债,zhai4,zhài,61
楊,杨,yang2,yáng,61
軸,轴,zhou2,zhóu,61
濱,滨,bin1,bīn,61
振,振,zhen4,zhèn,61
晶,晶,jing1,jīng,61
溝,沟,gou1,gōu,61
縱,纵,zong4,zòng,61
副,副,fu4,fù,61
鹿,鹿,lu4,lù,61
噴,喷,pen1,pēn,61
桑,桑,sang1,sāng,61
購,购,gou4,gòu,61
翼,翼,yi4,yì,61
徵,征,zheng1,zhēng,61
脂,脂,zhi1,zhī,60
征,征,zheng1,zhēng,60
騰,腾,teng2,téng,60
覺,觉,jue2,jué,60
娘,娘,niang2,niáng,60
柱,柱,zhu4,zhù,60
瓶,瓶,ping2,píng,60
賊,贼,zei2,zéi,60
穩,稳,wen3,wěn,60
扣,扣,kou4,kòu,60
屋,屋,wu1,wū,60
炮,炮,pao4,pào,60
爛,烂,lan4,làn,60
分,分,fen4,fèn,60
釋,释,shi4,shì,59
暖,暖,nuan3,nuǎn,59
貿,贸,mao4,mào,59
臭,臭,chou4,chòu,59
褲,裤,ku4,kù,59
街,街,jie1,jiē,59
尺,尺,chi3,chǐ,59
糧,粮,liang2,liáng,59
棄,弃,qi4,qì,59
將,将,jiang4,jiàng,59
獲,获,huo4,huò,59
偶,偶,ou3,ǒu,59
斜,斜,xie2,xié,59
窗,窗,chuang1,chuāng,58
採,采,cai3,cǎi,58
熊,熊,xiong2,xióng,58
蜂,蜂,feng1,fēng,58
戒,戒,jie4,jiè,58
桿,杆,gan3,gǎn,58
違,违,wei2,wéi,58
擬,拟,ni3,nǐ,58
污,污,wu1,wū,58
爐,炉,lu2,lú,58
盆,盆,pen2,pén,58
彈,弹,tan2,tán,58
獸,兽,shou4,shòu,58
牆,墙,qiang2,qiáng,58
峽,峡,xia2,xiá,58
鶲,鹟,weng1,wēng,58
著,着,zhuo2,zhuó,58
訓,训,xun4,xùn,58
耶,耶,ye1,yē,57
偷,偷,tou1,tōu,57
脊,脊,ji3,jǐ,57
悲,悲,bei1,bēi,57
緩,缓,huan3,huǎn,57
巧,巧,qiao3,qiǎo,57
繁,繁,fan2,fán,57
傑,杰,jie2,jié,57
鳴,鸣,ming2,míng,57
朝,朝,zhao1,zhāo,57
緣,缘,yuan2,yuán,57
浦,浦,pu3,pǔ,57
黎,黎,li2,lí,57
忍,忍,ren3,rěn,57
臥,卧,wo4,wò,57
剛,刚,gang1,gāng,57
抱,抱,bao4,bào,57
坑,坑,keng1,kēng,57
尿,尿,niao4,niào,57
冒,冒,mao4,mào,56
伴,伴,ban4,bàn,56
健,健,jian4,jiàn,56
側,侧,ce4,cè,56
粒,粒,li4,lì,56
飲,饮,yin3,yǐn,56
疾,疾,ji2,jí,56
扶,扶,fu2,fú,56
譯,译,yi4,yì,56
鬧,闹,nao4,nào,56
堆,堆,dui1,duī,56
崗,岗,gang3,gǎng,56
純,纯,chun2,chún,56
旁,旁,pang2,páng,56
飾,饰,shi4,shì,56
鎖,锁,suo3,suǒ,56
抓,抓,zhua1,zhuā,56
鶴,鹤,he4,hè,55
賴,赖,lai4,lài,55
鹼,碱,jian3,jiǎn,55
臣,臣,chen2,chén,55
祿,禄,lu4,lù,55
鷸,鹬,yu4,yù,55
珍,珍,zhen1,zhēn,55
錫,锡,xi1,xī,55
適,适,shi4,shì,55
毫,毫,hao2,háo,55
累,累,lei3,lěi,55
帽,帽,mao4,mào,55
企,企,qi3,qǐ,55
訴,诉,su4,sù,55
箭,箭,jian4,jiàn,55
頻,频,pin2,pín,55
辯,辩,bian4,biàn,55
杯,杯,bei1,bēi,55
被,被,bei4,bèi,54
栗,栗,li4,lì,54
錦,锦,jin3,jǐn,54
督,督,du1,dū,54
炸,炸,zha4,zhà,54
束,束,shu4,shù,54
甜,甜,tian2,tián,54
散,散,san3,sǎn,54
踏,踏,ta4,tà,54
乎,乎,hu1,hū,54
淺,浅,qian3,qiǎn,54
好,好,hao4,hào,54
欲,欲,yu4,yù,54
辣,辣,la4,là,54
韻,韵,yun4,yùn,54
蒼,苍,cang1,cāng,54
塵,尘,chen2,chén,54
儲,储,chu3,chǔ,54
吐,吐,tu3,tǔ,53
按,按,an4,àn,53
蒂,蒂,di4,dì,53
耐,耐,nai4,nài,53
郎,郎,lang2,láng,53
汗,汗,han4,hàn,53
顏,颜,yan2,yán,53
恨,恨,hen4,hèn,53
鶇,鸫,dong1,dōng,53
睡,睡,shui4,shuì,53
盧,卢,lu2,lú,53
劍,剑,jian4,jiàn,53
氯,氯,lu:4,lǜ,53
鴉,鸦,ya1,yā,53
寄,寄,ji4,jì,53
魂,魂,hun2,hún,53
撲,扑,pu1,pū,52
淫,淫,yin2,yín,52
霸,霸,ba4,bà,52
已,已,yi3,yǐ,52
券,券,quan4,quàn,52
塞,塞,se4,sè,52
澳,澳,ao4,ào,52
濕,湿,shi1,shī,52
屁,屁,pi4,pì,52
媒,媒,mei2,méi,52
溜,溜,liu1,liū,52
賀,贺,he4,hè,52
枝,枝,zhi1,zhī,52
倉,仓,cang1,cāng,52
鬆,松,song1,sōng,52
劉,刘,liu2,liú,52
菲,菲,fei1,fēi,52
誠,诚,cheng2,chéng,52
滾,滚,gun3,gǔn,52
蕩,荡,dang4,dàng,52
干,干,gan1,gān,52
坡,坡,po1,pō,51
練,练,lian4,liàn,51
階,阶,jie1,jiē,51
戈,戈,ge1,gē,51
氨,氨,an1,ān,51
禍,祸,huo4,huò,51
艦,舰,jian4,jiàn,51
繼,继,ji4,jì,51
捕,捕,bu3,bǔ,51
裁,裁,cai2,cái,51
懸,悬,xuan2,xuán,51
霧,雾,wu4,wù,51
並,并,bing4,bìng,51
阻,阻,zu3,zǔ,51
妙,妙,miao4,miào,51
碳,碳,tan4,tàn,51
墊,垫,dian4,diàn,51
壯,壮,zhuang4,zhuàng,51
游,游,you2,yóu,51
啄,啄,zhuo2,zhuó,51
盲,盲,mang2,máng,51
捷,捷,jie2,jié,50
怨,怨,yuan4,yuàn,50
訂,订,ding4,dìng,50
猛,猛,meng3,měng,50
鋒,锋,feng1,fēng,50
賢,贤,xian2,xián,50
軌,轨,gui3,guǐ,50
牽,牵,qian1,qiān,50
著,着,zhao2,zháo,50
秦,秦,qin2,qín,50
戴,戴,dai4,dài,50
歲,岁,sui4,suì,50
陶,陶,tao2,táo,50
檔,档,dang4,dàng,50
殖,殖,zhi2,zhí,50
迎,迎,ying2,yíng,50
淚,泪,lei4,lèi,50
岸,岸,an4,àn,50
妹,妹,mei4,mèi,50
喀,喀,ka1,kā,50
飄,飘,piao1,piāo,50
擦,擦,ca1,cā,50
少,少,shao4,shào,49
租,租,zu1,zū,49
屏,屏,ping2,píng,49
諸,诸,zhu1,zhū,49
肺,肺,fei4,fèi,49
厭,厌,yan4,yàn,49
究,究,jiu1,jiū,49
鷗,鸥,ou1,ōu,49
凡,凡,fan2,fán,49
叉,叉,cha1,chā,49
褐,褐,he4,hè,49
浴,浴,yu4,yù,49
茅,茅,mao2,máo,49
梯,梯,ti1,tī,49
蓮,莲,lian2,lián,49
潤,润,run4,rùn,49
昏,昏,hun1,hūn,49
肚,肚,du4,dù,49
逼,逼,bi1,bī,49
邪,邪,xie2,xié,49
跟,跟,gen1,gēn,49
售,售,shou4,shòu,49
揮,挥,hui1,huī,49
沃,沃,wo4,wò,48
腐,腐,fu3,fǔ,48
患,患,huan4,huàn,48
寺,寺,si4,sì,48
漫,漫,man4,màn,48
撞,撞,zhuang4,zhuàng,48
供,供,gong1,gōng,48
傳,传,zhuan4,zhuàn,48
焦,焦,jiao1,jiāo,48
係,系,xi4,xì,48
腔,腔,qiang1,qiāng,48
肩,肩,jian1,jiān,48
憂,忧,you1,yōu,48
柴,柴,chai2,chái,48
讓,让,rang4,ràng,48
抵,抵,di3,dǐ,48
似,似,si4,sì,48
這,这,zhe4,zhè,48
椒,椒,jiao1,jiāo,48
凝,凝,ning2,níng,47
潭,潭,tan2,tán,47
勃,勃,bo2,bó,47
孝,孝,xiao4,xiào,47
屈,屈,qu1,qū,47
漿,浆,jiang1,jiāng,47
衡,衡,heng2,héng,47
籍,籍,ji2,jí,47
數,数,shu3,shǔ,47
岡,冈,gang1,gāng,47
趣,趣,qu4,qù,47
爽,爽,shuang3,shuǎng,47
靠,靠,kao4,kào,47
刷,刷,shua1,shuā,47
丙,丙,bing3,bǐng,47
幫,帮,bang1,bāng,47
掃,扫,sao3,sǎo,47
奴,奴,nu2,nú,47
豪,豪,hao2,háo,47
吞,吞,tun1,tūn,47
灌,灌,guan4,guàn,47
找,找,zhao3,zhǎo,47
飽,饱,bao3,bǎo,47
羽,羽,yu3,yǔ,47
潔,洁,jie2,jié,47
啟,启,qi3,qǐ,47
廳,厅,ting1,tīng,47
屍,尸,shi1,shī,47
扎,扎,zha1,zhā,47
盜,盗,dao4,dào,46
替,替,ti4,tì,46
鄰,邻,lin2,lín,46
授,授,shou4,shòu,46
倍,倍,bei4,bèi,46
個,个,ge5,ge,46
昂,昂,ang2,áng,46
哭,哭,ku1,kū,46
彎,弯,wan1,wān,46
跌,跌,die1,diē,46
鼎,鼎,ding3,dǐng,46
渡,渡,du4,dù,46
棉,棉,mian2,mián,46
障,障,zhang4,zhàng,46
楚,楚,chu3,chǔ,46
凱,凯,kai3,kǎi,45
閒,闲,xian2,xián,45
蓬,蓬,peng2,péng,45
筋,筋,jin1,jīn,45
摸,摸,mo1,mō,45
黏,黏,nian2,nián,45
穴,穴,xue2,xué,45
催,催,cui1,cuī,45
枕,枕,zhen3,zhěn,45
寡,寡,gua3,guǎ,45
培,培,pei2,péi,45
姑,姑,gu1,gū,45
喬,乔,qiao2,qiáo,45
醬,酱,jiang4,jiàng,45
冤,冤,yuan1,yuān,45
遞,递,di4,dì,45
泛,泛,fan4,fàn,45
擋,挡,dang3,dǎng,45
麼,么,me5,me,45
薪,薪,xin1,xīn,45
週,周,zhou1,zhōu,45
蠟,蜡,la4,là,45
罵,骂,ma4,mà,45
畢,毕,bi4,bì,45
砂,砂,sha1,shā,45
鮮,鲜,xian1,xiān,45
遇,遇,yu4,yù,45
映,映,ying4,yìng,45
番,番,fan1,fān,45
貪,贪,tan1,tān,45
凍,冻,dong4,dòng,44
苯,苯,ben3,běn,44
攝,摄,she4,shè,44
述,述,shu4,shù,44
剪,剪,jian3,jiǎn,44
帳,帐,zhang4,zhàng,44
顛,颠,dian1,diān,44
將,将,jiang1,jiāng,44
慈,慈,ci2,cí,44
綜,综,zong1,zōng,44
娃,娃,wa2,wá,44
奔,奔,ben1,bēn,44
假,假,jia4,jià,44
競,竞,jing4,jìng,44
汁,汁,zhi1,zhī,44
櫃,柜,gui4,guì,44
距,距,ju4,jù,44
膏,膏,gao1,gāo,44
氫,氢,qing1,qīng,44
逐,逐,zhu2,zhú,44
陷,陷,xian4,xiàn,44
獵,猎,lie4,liè,44
綿,绵,mian2,mián,44
遜,逊,xun4,xùn,44
扯,扯,che3,chě,44
牧,牧,mu4,mù,44
綱,纲,gang1,gāng,44
咬,咬,yao3,yǎo,44
勾,勾,gou1,gōu,44
舒,舒,shu1,shū,43
滋,滋,zi1,zī,43
攤,摊,tan1,tān,43
寸,寸,cun4,cùn,43
鴝,鸲,qu2,qú,43
猶,犹,you2,yóu,43
齡,龄,ling2,líng,43
柔,柔,rou2,róu,43
桂,桂,gui4,guì,43
蜜,蜜,mi4,mì,43
胺,胺,an4,àn,43
迫,迫,po4,pò,43
割,割,ge1,gē,43
貢,贡,gong4,gòng,43
釘,钉,ding1,dīng,43
崇,崇,chong2,chóng,43
茨,茨,ci2,cí,43
困,困,kun4,kùn,43
撥,拨,bo1,bō,43
確,确,que4,què,43
鈴,铃,ling2,líng,43
兄,兄,xiong1,xiōng,43
妻,妻,qi1,qī,43
淨,净,jing4,jìng,43
仇,仇,chou2,chóu,43
猴,猴,hou2,hóu,43
卵,卵,luan3,luǎn,43
穀,谷,gu3,gǔ,42
桌,桌,zhuo1,zhuō,42
貸,贷,dai4,dài,42
媽,妈,ma1,mā,42
雕,雕,diao1,diāo,42
棧,栈,zhan4,zhàn,42
繞,绕,rao4,rào,42
龜,龟,gui1,guī,42
卷,卷,juan3,juǎn,42
恆,恒,heng2,héng,42
喪,丧,sang4,sàng,42
巾,巾,jin1,jīn,42
尚,尚,shang4,shàng,42
覆,覆,fu4,fù,42
佈,布,bu4,bù,42
弓,弓,gong1,gōng,42
旦,旦,dan4,dàn,42
覽,览,lan3,lǎn,42
鵑,鹃,juan1,juān,42
鍵,键,jian4,jiàn,42
亭,亭,ting2,tíng,42
姬,姬,ji1,jī,42
驅,驱,qu1,qū,42
範,范,fan4,fàn,42
塘,塘,tang2,táng,42
炒,炒,chao3,chǎo,42
貌,貌,mao4,mào,42
擾,扰,rao3,rǎo,42
忠,忠,zhong1,zhōng,42
紐,纽,niu3,niǔ,42
獅,狮,shi1,shī,42
殼,壳,ke2,ké,42
忽,忽,hu1,hū,42
渾,浑,hun2,hún,42
賞,赏,shang3,shǎng,41
儉,俭,jian3,jiǎn,41
煉,炼,lian4,liàn,41
稿,稿,gao3,gǎo,41
饒,饶,rao2,ráo,41
筒,筒,tong3,tǒng,41
虧,亏,kui1,kuī,41
孜,孜,zi1,zī,41
勇,勇,yong3,yǒng,41
援,援,yuan2,yuán,41
宋,宋,song4,sòng,41
簽,签,qian1,qiān,41
仰,仰,yang3,yǎng,41
串,串,chuan4,chuàn,41
趕,赶,gan3,gǎn,41
棋,棋,qi2,qí,41
遷,迁,qian1,qiān,41
煤,煤,mei2,méi,41
幽,幽,you1,yōu,41
塗,涂,tu2,tú,41
芬,芬,fen1,fēn,41
瑟,瑟,se4,sè,41
稀,稀,xi1,xī,41
幼,幼,you4,yòu,41
凸,凸,tu1,tū,41
彼,彼,bi3,bǐ,41
晉,晋,jin4,jìn,41
孟,孟,meng4,mèng,41
塞,塞,sai4,sài,40
荷,荷,he2,hé,40
撫,抚,fu3,fǔ,40
憑,凭,ping2,píng,40
涉,涉,she4,shè,40
幸,幸,xing4,xìng,40
截,截,jie2,jié,40
凌,凌,ling2,líng,40
頁,页,ye4,yè,40
返,返,fan3,fǎn,40
衰,衰,shuai1,shuāi,40
惹,惹,re3,rě,40
騎,骑,qi2,qí,40
宇,宇,yu3,yǔ,40
肝,肝,gan1,gān,40
玄,玄,xuan2,xuán,40
空,空,kong4,kòng,40
兼,兼,jian1,jiān,40
淵,渊,yuan1,yuān,40
牢,牢,lao2,láo,40
坎,坎,kan3,kǎn,40
慘,惨,can3,cǎn,40
奏,奏,zou4,zòu,40
奪,夺,duo2,duó,40
彌,弥,mi2,mí,40
夷,夷,yi2,yí,40
概,概,gai4,gài,40
矮,矮,ai3,ǎi,39
籌,筹,chou2,chóu,39
耗,耗,hao4,hào,39
獻,献,xian4,xiàn,39
址,址,zhi3,zhǐ,39
疫,疫,yi4,yì,39
酮,酮,tong2,tóng,39
侵,侵,qin1,qīn,39
捲,卷,juan3,juǎn,39
忙,忙,mang2,máng,39
答,答,da2,dá,39
墓,墓,mu4,mù,39
刊,刊,kan1,kān,39
胃,胃,wei4,wèi,39
閣,阁,ge2,gé,39
臂,臂,bi4,bì,39
穆,穆,mu4,mù,39
捐,捐,juan1,juān,39
措,措,cuo4,cuò,39
劫,劫,jie2,jié,39
診,诊,zhen3,zhěn,39
糕,糕,gao1,gāo,38
輩,辈,bei4,bèi,38
酌,酌,zhuo2,zhuó,38
硫,硫,liu2,liú,38
況,况,kuang4,kuàng,38
柯,柯,ke1,kē,38
藤,藤,teng2,téng,38
役,役,yi4,yì,38
唇,唇,chun2,chún,38
舍,舍,she4,shè,38
壺,壶,hu2,hú,38
霉,霉,mei2,méi,38
腫,肿,zhong3,zhǒng,38
翁,翁,weng1,wēng,38
籠,笼,long2,lóng,38
裸,裸,luo3,luǒ,38
徐,徐,xu2,xú,38
趙,赵,zhao4,zhào,38
繩,绳,sheng2,shéng,38
磷,磷,lin2,lín,38
佩,佩,pei4,pèi,37
鴻,鸿,hong2,hóng,37
擠,挤,ji3,jǐ,37
勸,劝,quan4,quàn,37
幻,幻,huan4,huàn,37
葬,葬,zang4,zàng,37
夕,夕,xi1,xī,37
奮,奋,fen4,fèn,37
你,你,ni3,nǐ,37
鳩,鸠,jiu1,jiū,37
敏,敏,min3,mǐn,37
午,午,wu3,wǔ,37
嫌,嫌,xian2,xián,37
蝦,虾,xia1,xiā,37
忌,忌,ji4,jì,37
跨,跨,kua4,kuà,37
嘆,叹,tan4,tàn,37
搶,抢,qiang3,qiǎng,37
芝,芝,zhi1,zhī,37
舟,舟,zhou1,zhōu,37
捨,舍,she3,shě,37
碑,碑,bei1,bēi,36
霜,霜,shuang1,shuāng,36
填,填,tian2,tián,36
欄,栏,lan2,lán,36
竊,窃,qie4,qiè,36
慮,虑,lu:4,lǜ,36
酶,酶,mei2,méi,36
溶,溶,rong2,róng,36
炭,炭,tan4,tàn,36
間,间,jian4,jiàn,36
闊,阔,kuo4,kuò,36
羞,羞,xiu1,xiū,36
糊,糊,hu2,hú,36
逸,逸,yi4,yì,36
卷,卷,juan4,juàn,36
蘿,萝,luo2,luó,36
漁,渔,yu2,yú,36
菊,菊,ju2,jú,36
擴,扩,kuo4,kuò,36
恭,恭,gong1,gōng,36
屯,屯,tun2,tún,36
量,量,liang2,liáng,36
傻,傻,sha3,shǎ,36
拘,拘,ju1,jū,36
每,每,mei3,měi,36
夫,夫,fu5,fu,36
煩,烦,fan2,fán,36
嬌,娇,jiao1,jiāo,36
眠,眠,mian2,mián,36
卑,卑,bei1,bēi,36
靖,靖,jing4,jìng,35
醜,丑,chou3,chǒu,35
罰,罚,fa2,fá,35
梨,梨,li2,lí,35
拱,拱,gong3,gǒng,35
敦,敦,dun1,dūn,35
陀,陀,tuo2,tuó,35
狐,狐,hu2,hú,35
敲,敲,qiao1,qiāo,35
鋸,锯,ju4,jù,35
棍,棍,gun4,gùn,35
抄,抄,chao1,chāo,35
漠,漠,mo4,mò,35
毀,毁,hui3,huǐ,35
奈,奈,nai4,nài,35
悔,悔,hui3,huǐ,35
貫,贯,guan4,guàn,35
濃,浓,nong2,nóng,35
醒,醒,xing3,xǐng,35
肯,肯,ken3,kěn,35
丈,丈,zhang4,zhàng,35
鴞,鸮,xiao1,xiāo,35
的,的,di4,dì,35
礙,碍,ai4,ài,35
朋,朋,peng2,péng,35
鵝,鹅,e2,é,35
翰,翰,han4,hàn,35
閱,阅,yue4,yuè,35
懂,懂,dong3,dǒng,35
詐,诈,zha4,zhà,35
冊,册,ce4,cè,35
遼,辽,liao2,liáo,35
孕,孕,yun4,yùn,35
押,押,ya1,yā,35
耕,耕,geng1,gēng,35
祭,祭,ji4,jì,34
諧,谐,xie2,xié,34
著,著,zhu4,zhù,34
拋,抛,pao1,pāo,34
斥,斥,chi4,chì,34
